frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
6.25000000000000000e-02,115.000000,-2.81156770472712647e-01,9.39902945429338388e-06,100
1.25000000000000000e-01,115.000000,-7.59385331191783086e-01,1.30868574989229103e-04,100
2.50000000000000000e-01,115.000000,-1.57001945030394241e+00,-3.14141434748731996e+00,100
1.56250000000000000e-02,120.000000,-6.93093861233881614e-04,-3.52085102989008192e-04,100
3.12500000000000000e-02,120.000000,-1.87385924077907162e-02,3.98454850900620272e-05,100
6.25000000000000000e-02,120.000000,-2.83563754481913954e-01,-1.32116828301054312e-04,100
1.25000000000000000e-01,120.000000,-7.58874988364437120e-01,-1.64491730970439676e-04,100
2.50000000000000000e-01,120.000000,-1.57027511759004423e+00,3.14063058566098707e+00,100
1.56250000000000000e-02,125.000000,-6.85700819687232177e-04,-1.61889834782158459e-05,100
3.12500000000000000e-02,125.000000,-1.89217151586407728e-02,-6.80840388085357517e-05,100
