frequency_cyc_px,orientation_deg,mag_error,phase_error,snr_or_severity
6.25000000000000000e-02,45.000000,-2.87274928623307946e-01,4.77204520956675537e-05,20 dB
1.25000000000000000e-01,45.000000,-7.56707279130851895e-01,2.84868468524823726e-04,20 dB
2.50000000000000000e-01,45.000000,-1.56902257595056493e+00,1.19225128774047562e-05,20 dB
1.56250000000000000e-02,50.000000,-7.19745403051016974e-04,1.88523176876120857e-04,20 dB
3.12500000000000000e-02,50.000000,-1.90366193831097708e-02,-2.02493743474363441e-04,20 dB
6.25000000000000000e-02,50.000000,-2.86832729609249326e-01,4.24859458922455246e-04,20 dB
1.25000000000000000e-01,50.000000,-7.57134567245974721e-01,5.17844516180421266e-04,20 dB
2.50000000000000000e-01,50.000000,-1.56974728891952742e+00,-3.14105718997211802e+00,20 dB
1.56250000000000000e-02,55.000000,-7.30765504525193732e-04,7.16666938171961476e-05,20 dB
3.12500000000000000e-02,55.000000,-1.89051088772513309e-02,-8.67926212477776460e-05,20 dB
6.25000000000000000e-02,55.000000,-2.85557285796883054e-01,-2.90055498376240450e-04,20 dB
1.25000000000000000e-01,55.000000,-7.58055964144462857e-01,-1.38375941597601582e-04,20 dB
2.50000000000000000e-01,55.000000,-1.56757385793817905e+00,3.14144454585741340e+00,20 dB
1.56250000000000000e-02,60.000000,-7.10600629871258049e-04,-4.42313969285290653e-04,20 dB
3.12500000000000000e-02,60.000000,-1.87046258733069570e-02,4.60980879207539829e-04,20 dB
6.25000000000000000e-02,60.000000,-2.83527564358526663e-01,2.78076609694366539e-04,20 dB
1.25000000000000000e-01,60.000000,-7.58879351138622704e-01,2.88418931225109532e-04,20 dB
2.50000000000000000e-01,60.000000,-1.57027440366362159e+00,-3.14063379227024875e+00,20 dB
1.56250000000000000e-02,65.000000,-6.96064978771546161e-04,-1.85882571872131308e-04,20 dB
3.12500000000000000e-02,65.000000,-1.84063790585391740e-02,-2.73106271833523095e-04,20 dB
6.25000000000000000e-02,65.000000,-2.81123928192093586e-01,2.21190472538879135e-04,20 dB
1.25000000000000000e-01,65.000000,-7.59379566770683190e-01,-1.36674305821316011e-04,20 dB
2.50000000000000000e-01,65.000000,-1.57001903177545232e+00,3.14141397302419279e+00,20 dB
